number,name,type,shape,direction
11,I2C0_SCL,input,line,left
36,I2C0_SCL,input,line,left
39,I2C0_SCL,input,line,left
51,I2C0_SCL,input,line,left
10,I2C0_SDA,input,line,left
35,I2C0_SDA,input,line,left
38,I2C0_SDA,input,line,left
50,I2C0_SDA,input,line,left
43,I2C1_SCL,input,line,left
42,I2C1_SDA,input,line,left
