number,name,type,shape,direction
6,AIN0,input,line,left
7,AIN1,input,line,left
8,AIN2,input,line,left
9,AIN3,input,line,left
64,AIN4,input,line,left
63,AIN5,input,line,left
62,AIN6,input,line,left
61,AIN7,input,line,left
60,AIN8,input,line,left
59,AIN9,input,line,left
58,AIN10,input,line,left
57,AIN11,input,line,left
