symbol,name,reference,footprint,description,keywords,1,2,value,tolerance,power
resistor,resistor_18k_5%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 18k 5% 0.063W,"resistor, smd",1,2,18k,5%,0.063W
resistor,resistor_20k_5%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 20k 5% 0.063W,"resistor, smd",1,2,20k,5%,0.063W
resistor,resistor_22k_5%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 22k 5% 0.063W,"resistor, smd",1,2,22k,5%,0.063W
resistor,resistor_24k_5%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 24k 5% 0.063W,"resistor, smd",1,2,24k,5%,0.063W
resistor,resistor_27k_5%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 27k 5% 0.063W,"resistor, smd",1,2,27k,5%,0.063W
resistor,resistor_30k_5%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 30k 5% 0.063W,"resistor, smd",1,2,30k,5%,0.063W
resistor,resistor_33k_5%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 33k 5% 0.063W,"resistor, smd",1,2,33k,5%,0.063W
resistor,resistor_36k_5%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 36k 5% 0.063W,"resistor, smd",1,2,36k,5%,0.063W
resistor,resistor_39k_5%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 39k 5% 0.063W,"resistor, smd",1,2,39k,5%,0.063W
resistor,resistor_43k_5%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 43k 5% 0.063W,"resistor, smd",1,2,43k,5%,0.063W
resistor,resistor_47k_5%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 47k 5% 0.063W,"resistor, smd",1,2,47k,5%,0.063W
resistor,resistor_51k_5%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 51k 5% 0.063W,"resistor, smd",1,2,51k,5%,0.063W
resistor,resistor_56k_5%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 56k 5% 0.063W,"resistor, smd",1,2,56k,5%,0.063W
resistor,resistor_62k_5%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 62k 5% 0.063W,"resistor, smd",1,2,62k,5%,0.063W
resistor,resistor_68k_5%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 68k 5% 0.063W,"resistor, smd",1,2,68k,5%,0.063W
resistor,resistor_75k_5%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 75k 5% 0.063W,"resistor, smd",1,2,75k,5%,0.063W
resistor,resistor_82k_5%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 82k 5% 0.063W,"resistor, smd",1,2,82k,5%,0.063W
resistor,resistor_91k_5%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 91k 5% 0.063W,"resistor, smd",1,2,91k,5%,0.063W
resistor,resistor_100k_5%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 100k 5% 0.063W,"resistor, smd",1,2,100k,5%,0.063W
resistor,resistor_110k_5%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 110k 5% 0.063W,"resistor, smd",1,2,110k,5%,0.063W
resistor,resistor_120k_5%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 120k 5% 0.063W,"resistor, smd",1,2,120k,5%,0.063W
resistor,resistor_130k_5%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 130k 5% 0.063W,"resistor, smd",1,2,130k,5%,0.063W
resistor,resistor_150k_5%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 150k 5% 0.063W,"resistor, smd",1,2,150k,5%,0.063W
resistor,resistor_160k_5%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 160k 5% 0.063W,"resistor, smd",1,2,160k,5%,0.063W
resistor,resistor_180k_5%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 180k 5% 0.063W,"resistor, smd",1,2,180k,5%,0.063W
resistor,resistor_200k_5%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 200k 5% 0.063W,"resistor, smd",1,2,200k,5%,0.063W
resistor,resistor_220k_5%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 220k 5% 0.063W,"resistor, smd",1,2,220k,5%,0.063W
resistor,resistor_240k_5%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 240k 5% 0.063W,"resistor, smd",1,2,240k,5%,0.063W
resistor,resistor_270k_5%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 270k 5% 0.063W,"resistor, smd",1,2,270k,5%,0.063W
resistor,resistor_300k_5%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 300k 5% 0.063W,"resistor, smd",1,2,300k,5%,0.063W
resistor,resistor_330k_5%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 330k 5% 0.063W,"resistor, smd",1,2,330k,5%,0.063W
resistor,resistor_360k_5%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 360k 5% 0.063W,"resistor, smd",1,2,360k,5%,0.063W
resistor,resistor_390k_5%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 390k 5% 0.063W,"resistor, smd",1,2,390k,5%,0.063W
resistor,resistor_430k_5%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 430k 5% 0.063W,"resistor, smd",1,2,430k,5%,0.063W
resistor,resistor_470k_5%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 470k 5% 0.063W,"resistor, smd",1,2,470k,5%,0.063W
resistor,resistor_510k_5%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 510k 5% 0.063W,"resistor, smd",1,2,510k,5%,0.063W
resistor,resistor_560k_5%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 560k 5% 0.063W,"resistor, smd",1,2,560k,5%,0.063W
resistor,resistor_620k_5%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 620k 5% 0.063W,"resistor, smd",1,2,620k,5%,0.063W
resistor,resistor_680k_5%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 680k 5% 0.063W,"resistor, smd",1,2,680k,5%,0.063W
resistor,resistor_750k_5%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 750k 5% 0.063W,"resistor, smd",1,2,750k,5%,0.063W
resistor,resistor_820k_5%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 820k 5% 0.063W,"resistor, smd",1,2,820k,5%,0.063W
resistor,resistor_910k_5%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 910k 5% 0.063W,"resistor, smd",1,2,910k,5%,0.063W
resistor,resistor_1M0_5%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 1M0 5% 0.063W,"resistor, smd",1,2,1M0,5%,0.063W
resistor,resistor_1M1_5%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 1M1 5% 0.063W,"resistor, smd",1,2,1M1,5%,0.063W
resistor,resistor_1M2_5%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 1M2 5% 0.063W,"resistor, smd",1,2,1M2,5%,0.063W
resistor,resistor_1M3_5%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 1M3 5% 0.063W,"resistor, smd",1,2,1M3,5%,0.063W
resistor,resistor_1M5_5%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 1M5 5% 0.063W,"resistor, smd",1,2,1M5,5%,0.063W
resistor,resistor_1M6_5%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 1M6 5% 0.063W,"resistor, smd",1,2,1M6,5%,0.063W
resistor,resistor_1M8_5%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 1M8 5% 0.063W,"resistor, smd",1,2,1M8,5%,0.063W
resistor,resistor_2M0_5%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 2M0 5% 0.063W,"resistor, smd",1,2,2M0,5%,0.063W
resistor,resistor_2M2_5%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 2M2 5% 0.063W,"resistor, smd",1,2,2M2,5%,0.063W
resistor,resistor_2M4_5%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 2M4 5% 0.063W,"resistor, smd",1,2,2M4,5%,0.063W
resistor,resistor_2M7_5%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 2M7 5% 0.063W,"resistor, smd",1,2,2M7,5%,0.063W
resistor,resistor_3M0_5%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 3M0 5% 0.063W,"resistor, smd",1,2,3M0,5%,0.063W
resistor,resistor_3M3_5%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 3M3 5% 0.063W,"resistor, smd",1,2,3M3,5%,0.063W
resistor,resistor_3M6_5%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 3M6 5% 0.063W,"resistor, smd",1,2,3M6,5%,0.063W
resistor,resistor_3M9_5%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 3M9 5% 0.063W,"resistor, smd",1,2,3M9,5%,0.063W
resistor,resistor_4M3_5%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 4M3 5% 0.063W,"resistor, smd",1,2,4M3,5%,0.063W
resistor,resistor_4M7_5%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 4M7 5% 0.063W,"resistor, smd",1,2,4M7,5%,0.063W
resistor,resistor_5M1_5%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 5M1 5% 0.063W,"resistor, smd",1,2,5M1,5%,0.063W
resistor,resistor_5M6_5%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 5M6 5% 0.063W,"resistor, smd",1,2,5M6,5%,0.063W
resistor,resistor_6M2_5%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 6M2 5% 0.063W,"resistor, smd",1,2,6M2,5%,0.063W
resistor,resistor_6M8_5%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 6M8 5% 0.063W,"resistor, smd",1,2,6M8,5%,0.063W
resistor,resistor_7M5_5%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 7M5 5% 0.063W,"resistor, smd",1,2,7M5,5%,0.063W
resistor,resistor_8M2_5%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 8M2 5% 0.063W,"resistor, smd",1,2,8M2,5%,0.063W
resistor,resistor_9M1_5%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 9M1 5% 0.063W,"resistor, smd",1,2,9M1,5%,0.063W
resistor,resistor_10M_5%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 10M 5% 0.063W,"resistor, smd",1,2,10M,5%,0.063W
resistor,resistor_1R00_1%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 1R00 1% 0.063W,"resistor, smd",1,2,1R00,1%,0.063W
resistor,resistor_1R02_1%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 1R02 1% 0.063W,"resistor, smd",1,2,1R02,1%,0.063W
resistor,resistor_1R05_1%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 1R05 1% 0.063W,"resistor, smd",1,2,1R05,1%,0.063W
resistor,resistor_1R07_1%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 1R07 1% 0.063W,"resistor, smd",1,2,1R07,1%,0.063W
resistor,resistor_1R10_1%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 1R10 1% 0.063W,"resistor, smd",1,2,1R10,1%,0.063W
resistor,resistor_1R13_1%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 1R13 1% 0.063W,"resistor, smd",1,2,1R13,1%,0.063W
resistor,resistor_1R15_1%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 1R15 1% 0.063W,"resistor, smd",1,2,1R15,1%,0.063W
resistor,resistor_1R18_1%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 1R18 1% 0.063W,"resistor, smd",1,2,1R18,1%,0.063W
resistor,resistor_1R21_1%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 1R21 1% 0.063W,"resistor, smd",1,2,1R21,1%,0.063W
resistor,resistor_1R24_1%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 1R24 1% 0.063W,"resistor, smd",1,2,1R24,1%,0.063W
resistor,resistor_1R27_1%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 1R27 1% 0.063W,"resistor, smd",1,2,1R27,1%,0.063W
resistor,resistor_1R30_1%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 1R30 1% 0.063W,"resistor, smd",1,2,1R30,1%,0.063W
resistor,resistor_1R33_1%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 1R33 1% 0.063W,"resistor, smd",1,2,1R33,1%,0.063W
resistor,resistor_1R37_1%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 1R37 1% 0.063W,"resistor, smd",1,2,1R37,1%,0.063W
resistor,resistor_1R40_1%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 1R40 1% 0.063W,"resistor, smd",1,2,1R40,1%,0.063W
resistor,resistor_1R43_1%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 1R43 1% 0.063W,"resistor, smd",1,2,1R43,1%,0.063W
resistor,resistor_1R47_1%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 1R47 1% 0.063W,"resistor, smd",1,2,1R47,1%,0.063W
resistor,resistor_1R50_1%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 1R50 1% 0.063W,"resistor, smd",1,2,1R50,1%,0.063W
resistor,resistor_1R54_1%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 1R54 1% 0.063W,"resistor, smd",1,2,1R54,1%,0.063W
resistor,resistor_1R58_1%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 1R58 1% 0.063W,"resistor, smd",1,2,1R58,1%,0.063W
resistor,resistor_1R62_1%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 1R62 1% 0.063W,"resistor, smd",1,2,1R62,1%,0.063W
resistor,resistor_1R65_1%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 1R65 1% 0.063W,"resistor, smd",1,2,1R65,1%,0.063W
resistor,resistor_1R69_1%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 1R69 1% 0.063W,"resistor, smd",1,2,1R69,1%,0.063W
resistor,resistor_1R74_1%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 1R74 1% 0.063W,"resistor, smd",1,2,1R74,1%,0.063W
resistor,resistor_1R78_1%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 1R78 1% 0.063W,"resistor, smd",1,2,1R78,1%,0.063W
resistor,resistor_1R82_1%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 1R82 1% 0.063W,"resistor, smd",1,2,1R82,1%,0.063W
resistor,resistor_1R87_1%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 1R87 1% 0.063W,"resistor, smd",1,2,1R87,1%,0.063W
resistor,resistor_1R91_1%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 1R91 1% 0.063W,"resistor, smd",1,2,1R91,1%,0.063W
resistor,resistor_1R96_1%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 1R96 1% 0.063W,"resistor, smd",1,2,1R96,1%,0.063W
resistor,resistor_2R00_1%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 2R00 1% 0.063W,"resistor, smd",1,2,2R00,1%,0.063W
resistor,resistor_2R05_1%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 2R05 1% 0.063W,"resistor, smd",1,2,2R05,1%,0.063W
resistor,resistor_2R10_1%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 2R10 1% 0.063W,"resistor, smd",1,2,2R10,1%,0.063W
resistor,resistor_2R15_1%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 2R15 1% 0.063W,"resistor, smd",1,2,2R15,1%,0.063W
resistor,resistor_2R21_1%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 2R21 1% 0.063W,"resistor, smd",1,2,2R21,1%,0.063W
resistor,resistor_2R26_1%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 2R26 1% 0.063W,"resistor, smd",1,2,2R26,1%,0.063W
resistor,resistor_2R32_1%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 2R32 1% 0.063W,"resistor, smd",1,2,2R32,1%,0.063W
resistor,resistor_2R37_1%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 2R37 1% 0.063W,"resistor, smd",1,2,2R37,1%,0.063W
resistor,resistor_2R43_1%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 2R43 1% 0.063W,"resistor, smd",1,2,2R43,1%,0.063W
resistor,resistor_2R49_1%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 2R49 1% 0.063W,"resistor, smd",1,2,2R49,1%,0.063W
resistor,resistor_2R55_1%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 2R55 1% 0.063W,"resistor, smd",1,2,2R55,1%,0.063W
resistor,resistor_2R61_1%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 2R61 1% 0.063W,"resistor, smd",1,2,2R61,1%,0.063W
resistor,resistor_2R67_1%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 2R67 1% 0.063W,"resistor, smd",1,2,2R67,1%,0.063W
resistor,resistor_2R74_1%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 2R74 1% 0.063W,"resistor, smd",1,2,2R74,1%,0.063W
resistor,resistor_2R80_1%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 2R80 1% 0.063W,"resistor, smd",1,2,2R80,1%,0.063W
resistor,resistor_2R87_1%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 2R87 1% 0.063W,"resistor, smd",1,2,2R87,1%,0.063W
resistor,resistor_2R94_1%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 2R94 1% 0.063W,"resistor, smd",1,2,2R94,1%,0.063W
resistor,resistor_3R01_1%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 3R01 1% 0.063W,"resistor, smd",1,2,3R01,1%,0.063W
resistor,resistor_3R09_1%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 3R09 1% 0.063W,"resistor, smd",1,2,3R09,1%,0.063W
resistor,resistor_3R16_1%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 3R16 1% 0.063W,"resistor, smd",1,2,3R16,1%,0.063W
resistor,resistor_3R24_1%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 3R24 1% 0.063W,"resistor, smd",1,2,3R24,1%,0.063W
resistor,resistor_3R32_1%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 3R32 1% 0.063W,"resistor, smd",1,2,3R32,1%,0.063W
resistor,resistor_3R40_1%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 3R40 1% 0.063W,"resistor, smd",1,2,3R40,1%,0.063W
resistor,resistor_3R48_1%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 3R48 1% 0.063W,"resistor, smd",1,2,3R48,1%,0.063W
resistor,resistor_3R57_1%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 3R57 1% 0.063W,"resistor, smd",1,2,3R57,1%,0.063W
resistor,resistor_3R65_1%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 3R65 1% 0.063W,"resistor, smd",1,2,3R65,1%,0.063W
resistor,resistor_3R74_1%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 3R74 1% 0.063W,"resistor, smd",1,2,3R74,1%,0.063W
resistor,resistor_3R83_1%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 3R83 1% 0.063W,"resistor, smd",1,2,3R83,1%,0.063W
resistor,resistor_3R92_1%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 3R92 1% 0.063W,"resistor, smd",1,2,3R92,1%,0.063W
resistor,resistor_4R02_1%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 4R02 1% 0.063W,"resistor, smd",1,2,4R02,1%,0.063W
resistor,resistor_4R12_1%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 4R12 1% 0.063W,"resistor, smd",1,2,4R12,1%,0.063W
resistor,resistor_4R22_1%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 4R22 1% 0.063W,"resistor, smd",1,2,4R22,1%,0.063W
resistor,resistor_4R32_1%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 4R32 1% 0.063W,"resistor, smd",1,2,4R32,1%,0.063W
resistor,resistor_4R42_1%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 4R42 1% 0.063W,"resistor, smd",1,2,4R42,1%,0.063W
resistor,resistor_4R53_1%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 4R53 1% 0.063W,"resistor, smd",1,2,4R53,1%,0.063W
resistor,resistor_4R64_1%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 4R64 1% 0.063W,"resistor, smd",1,2,4R64,1%,0.063W
resistor,resistor_4R75_1%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 4R75 1% 0.063W,"resistor, smd",1,2,4R75,1%,0.063W
resistor,resistor_4R87_1%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 4R87 1% 0.063W,"resistor, smd",1,2,4R87,1%,0.063W
resistor,resistor_4R99_1%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 4R99 1% 0.063W,"resistor, smd",1,2,4R99,1%,0.063W
resistor,resistor_5R11_1%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 5R11 1% 0.063W,"resistor, smd",1,2,5R11,1%,0.063W
resistor,resistor_5R23_1%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 5R23 1% 0.063W,"resistor, smd",1,2,5R23,1%,0.063W
resistor,resistor_5R36_1%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 5R36 1% 0.063W,"resistor, smd",1,2,5R36,1%,0.063W
resistor,resistor_5R49_1%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 5R49 1% 0.063W,"resistor, smd",1,2,5R49,1%,0.063W
resistor,resistor_5R62_1%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 5R62 1% 0.063W,"resistor, smd",1,2,5R62,1%,0.063W
resistor,resistor_5R76_1%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 5R76 1% 0.063W,"resistor, smd",1,2,5R76,1%,0.063W
resistor,resistor_5R90_1%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 5R90 1% 0.063W,"resistor, smd",1,2,5R90,1%,0.063W
resistor,resistor_6R04_1%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 6R04 1% 0.063W,"resistor, smd",1,2,6R04,1%,0.063W
resistor,resistor_6R19_1%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 6R19 1% 0.063W,"resistor, smd",1,2,6R19,1%,0.063W
resistor,resistor_6R34_1%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 6R34 1% 0.063W,"resistor, smd",1,2,6R34,1%,0.063W
resistor,resistor_6R49_1%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 6R49 1% 0.063W,"resistor, smd",1,2,6R49,1%,0.063W
resistor,resistor_6R65_1%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 6R65 1% 0.063W,"resistor, smd",1,2,6R65,1%,0.063W
resistor,resistor_6R81_1%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 6R81 1% 0.063W,"resistor, smd",1,2,6R81,1%,0.063W
resistor,resistor_6R98_1%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 6R98 1% 0.063W,"resistor, smd",1,2,6R98,1%,0.063W
resistor,resistor_7R15_1%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 7R15 1% 0.063W,"resistor, smd",1,2,7R15,1%,0.063W
resistor,resistor_7R32_1%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 7R32 1% 0.063W,"resistor, smd",1,2,7R32,1%,0.063W
resistor,resistor_7R50_1%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 7R50 1% 0.063W,"resistor, smd",1,2,7R50,1%,0.063W
resistor,resistor_7R68_1%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 7R68 1% 0.063W,"resistor, smd",1,2,7R68,1%,0.063W
resistor,resistor_7R87_1%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 7R87 1% 0.063W,"resistor, smd",1,2,7R87,1%,0.063W
resistor,resistor_8R06_1%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 8R06 1% 0.063W,"resistor, smd",1,2,8R06,1%,0.063W
resistor,resistor_8R25_1%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 8R25 1% 0.063W,"resistor, smd",1,2,8R25,1%,0.063W
resistor,resistor_8R45_1%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 8R45 1% 0.063W,"resistor, smd",1,2,8R45,1%,0.063W
resistor,resistor_8R66_1%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 8R66 1% 0.063W,"resistor, smd",1,2,8R66,1%,0.063W
resistor,resistor_8R87_1%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 8R87 1% 0.063W,"resistor, smd",1,2,8R87,1%,0.063W
resistor,resistor_9R09_1%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 9R09 1% 0.063W,"resistor, smd",1,2,9R09,1%,0.063W
resistor,resistor_9R31_1%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 9R31 1% 0.063W,"resistor, smd",1,2,9R31,1%,0.063W
resistor,resistor_9R53_1%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 9R53 1% 0.063W,"resistor, smd",1,2,9R53,1%,0.063W
resistor,resistor_9R76_1%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 9R76 1% 0.063W,"resistor, smd",1,2,9R76,1%,0.063W
resistor,resistor_10R0_1%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 10R0 1% 0.063W,"resistor, smd",1,2,10R0,1%,0.063W
resistor,resistor_10R2_1%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 10R2 1% 0.063W,"resistor, smd",1,2,10R2,1%,0.063W
resistor,resistor_10R5_1%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 10R5 1% 0.063W,"resistor, smd",1,2,10R5,1%,0.063W
resistor,resistor_10R7_1%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 10R7 1% 0.063W,"resistor, smd",1,2,10R7,1%,0.063W
resistor,resistor_11R0_1%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 11R0 1% 0.063W,"resistor, smd",1,2,11R0,1%,0.063W
resistor,resistor_11R3_1%_0.063W_chip_resistor_0402,R,chip_resistor_0402,Resistor 11R3 1% 0.063W,"resistor, smd",1,2,11R3,1%,0.063W
