symbol,name,reference,footprint,description,keywords,1,2,value,tolerance,voltage,alias
capacitor,capacitor_3n3_10V_chip_1210,C,chip_capacitor_1210,Capacitor 3n3F 10V,"capacitor,smd",1,2,3n3,5%,10V,"1210ZA332"
capacitor,capacitor_4n7_200V_chip_1210,C,chip_capacitor_1210,Capacitor 4n7F 200V,"capacitor,smd",1,2,4n7,5%,200V,"12102A472"
capacitor,capacitor_22u_50V_chip_1210,C,chip_capacitor_1210,Capacitor 22uF 50V,"capacitor,smd",1,2,22u,5%,50V,"12105A226"
capacitor,capacitor_680n_10V_chip_0805,C,chip_capacitor_0805,Capacitor 680nF 10V,"capacitor,smd",1,2,680n,5%,10V,"0805ZA684"
capacitor,capacitor_150n_100V_chip_1825,C,chip_capacitor_1825,Capacitor 150nF 100V,"capacitor,smd",1,2,150n,5%,100V,"18251A154"
capacitor,capacitor_10n_200V_chip_0805,C,chip_capacitor_0805,Capacitor 10nF 200V,"capacitor,smd",1,2,10n,5%,200V,"08052A103"
capacitor,capacitor_680n_10V_chip_0603,C,chip_capacitor_0603,Capacitor 680nF 10V,"capacitor,smd",1,2,680n,5%,10V,"0603ZA684"
capacitor,capacitor_150n_100V_chip_0805,C,chip_capacitor_0805,Capacitor 150nF 100V,"capacitor,smd",1,2,150n,5%,100V,"08051A154"
capacitor,capacitor_330p_100V_chip_0603,C,chip_capacitor_0603,Capacitor 330pF 100V,"capacitor,smd",1,2,330p,5%,100V,"06031A331"
capacitor,capacitor_470n_50V_chip_1206,C,chip_capacitor_1206,Capacitor 470nF 50V,"capacitor,smd",1,2,470n,5%,50V,"12065A474"
capacitor,capacitor_1n5_10V_chip_0201,C,chip_capacitor_0201,Capacitor 1n5F 10V,"capacitor,smd",1,2,1n5,5%,10V,"0201ZA152"
capacitor,capacitor_10n_50V_chip_1825,C,chip_capacitor_1825,Capacitor 10nF 50V,"capacitor,smd",1,2,10n,5%,50V,"18255A103"
capacitor,capacitor_680n_25V_chip_1812,C,chip_capacitor_1812,Capacitor 680nF 25V,"capacitor,smd",1,2,680n,5%,25V,"18123A684"
capacitor,capacitor_680p_10V_chip_0201,C,chip_capacitor_0201,Capacitor 680pF 10V,"capacitor,smd",1,2,680p,5%,10V,"0201ZA681"
capacitor,capacitor_2n2_16V_chip_0805,C,chip_capacitor_0805,Capacitor 2n2F 16V,"capacitor,smd",1,2,2n2,5%,16V,"0805YA222"
capacitor,capacitor_33n_50V_chip_1825,C,chip_capacitor_1825,Capacitor 33nF 50V,"capacitor,smd",1,2,33n,5%,50V,"18255A333"
capacitor,capacitor_68n_100V_chip_2225,C,chip_capacitor_2225,Capacitor 68nF 100V,"capacitor,smd",1,2,68n,5%,100V,"22251A683"
capacitor,capacitor_6n8_10V_chip_1206,C,chip_capacitor_1206,Capacitor 6n8F 10V,"capacitor,smd",1,2,6n8,5%,10V,"1206ZA682"
capacitor,capacitor_22n_500V_chip_2220,C,chip_capacitor_2220,Capacitor 22nF 500V,"capacitor,smd",1,2,22n,5%,500V,"22207A223"
capacitor,capacitor_100n_200V_chip_1812,C,chip_capacitor_1812,Capacitor 100nF 200V,"capacitor,smd",1,2,100n,5%,200V,"18122A104"
capacitor,capacitor_68n_100V_chip_2220,C,chip_capacitor_2220,Capacitor 68nF 100V,"capacitor,smd",1,2,68n,5%,100V,"22201A683"
capacitor,capacitor_100n_50V_chip_2225,C,chip_capacitor_2225,Capacitor 100nF 50V,"capacitor,smd",1,2,100n,5%,50V,"22255A104"
capacitor,capacitor_22n_25V_chip_0805,C,chip_capacitor_0805,Capacitor 22nF 25V,"capacitor,smd",1,2,22n,5%,25V,"08053A223"
capacitor,capacitor_220p_100V_chip_0603,C,chip_capacitor_0603,Capacitor 220pF 100V,"capacitor,smd",1,2,220p,5%,100V,"06031A221"
capacitor,capacitor_100n_200V_chip_1206,C,chip_capacitor_1206,Capacitor 100nF 200V,"capacitor,smd",1,2,100n,5%,200V,"12062A104"
capacitor,capacitor_68n_500V_chip_2220,C,chip_capacitor_2220,Capacitor 68nF 500V,"capacitor,smd",1,2,68n,5%,500V,"22207A683"
capacitor,capacitor_470n_50V_chip_2220,C,chip_capacitor_2220,Capacitor 470nF 50V,"capacitor,smd",1,2,470n,5%,50V,"22205A474"
capacitor,capacitor_47u_10V_chip_1210,C,chip_capacitor_1210,Capacitor 47uF 10V,"capacitor,smd",1,2,47u,5%,10V,"1210ZA476"
capacitor,capacitor_10n_50V_chip_1210,C,chip_capacitor_1210,Capacitor 10nF 50V,"capacitor,smd",1,2,10n,5%,50V,"12105A103"
capacitor,capacitor_3n3_10V_chip_0805,C,chip_capacitor_0805,Capacitor 3n3F 10V,"capacitor,smd",1,2,3n3,5%,10V,"0805ZA332"
capacitor,capacitor_330p_10V_chip_0201,C,chip_capacitor_0201,Capacitor 330pF 10V,"capacitor,smd",1,2,330p,5%,10V,"0201ZA331"
capacitor,capacitor_22n_100V_chip_1210,C,chip_capacitor_1210,Capacitor 22nF 100V,"capacitor,smd",1,2,22n,5%,100V,"12101A223"
capacitor,capacitor_150n_16V_chip_1206,C,chip_capacitor_1206,Capacitor 150nF 16V,"capacitor,smd",1,2,150n,5%,16V,"1206YA154"
capacitor,capacitor_15n_200V_chip_1210,C,chip_capacitor_1210,Capacitor 15nF 200V,"capacitor,smd",1,2,15n,5%,200V,"12102A153"
capacitor,capacitor_2n2_500V_chip_1206,C,chip_capacitor_1206,Capacitor 2n2F 500V,"capacitor,smd",1,2,2n2,5%,500V,"12067A222"
capacitor,capacitor_10n_25V_chip_1812,C,chip_capacitor_1812,Capacitor 10nF 25V,"capacitor,smd",1,2,10n,5%,25V,"18123A103"
capacitor,capacitor_3n3_100V_chip_0805,C,chip_capacitor_0805,Capacitor 3n3F 100V,"capacitor,smd",1,2,3n3,5%,100V,"08051A332"
capacitor,capacitor_330n_25V_chip_1812,C,chip_capacitor_1812,Capacitor 330nF 25V,"capacitor,smd",1,2,330n,5%,25V,"18123A334"
capacitor,capacitor_470n_50V_chip_2225,C,chip_capacitor_2225,Capacitor 470nF 50V,"capacitor,smd",1,2,470n,5%,50V,"22255A474"
capacitor,capacitor_680p_25V_chip_0201,C,chip_capacitor_0201,Capacitor 680pF 25V,"capacitor,smd",1,2,680p,5%,25V,"02013A681"
capacitor,capacitor_10u_50V_chip_2220,C,chip_capacitor_2220,Capacitor 10uF 50V,"capacitor,smd",1,2,10u,5%,50V,"22205A106"
capacitor,capacitor_2u2_25V_chip_1812,C,chip_capacitor_1812,Capacitor 2u2F 25V,"capacitor,smd",1,2,2u2,5%,25V,"18123A225"
capacitor,capacitor_330p_25V_chip_0805,C,chip_capacitor_0805,Capacitor 330pF 25V,"capacitor,smd",1,2,330p,5%,25V,"08053A331"
capacitor,capacitor_68n_25V_chip_1206,C,chip_capacitor_1206,Capacitor 68nF 25V,"capacitor,smd",1,2,68n,5%,25V,"12063A683"
capacitor,capacitor_1n5_100V_chip_1206,C,chip_capacitor_1206,Capacitor 1n5F 100V,"capacitor,smd",1,2,1n5,5%,100V,"12061A152"
capacitor,capacitor_2u2_100V_chip_1210,C,chip_capacitor_1210,Capacitor 2u2F 100V,"capacitor,smd",1,2,2u2,5%,100V,"12101A225"
capacitor,capacitor_4u7_10V_chip_0805,C,chip_capacitor_0805,Capacitor 4u7F 10V,"capacitor,smd",1,2,4u7,5%,10V,"0805ZA475"
