number,name,type,shape,direction
,,powerInput,line,up
,,powerInput,line,up
,,powerInput,line,up
,,powerInput,line,up
,,powerInput,line,up
,,powerInput,line,up
12,GND,powerInput,line,down
27,GND,powerInput,line,down
39,GND,powerInput,line,down
55,GND,powerInput,line,down
3,GNDA,powerInput,line,down
35,GNDX,powerInput,line,down
