number,name,type,shape,direction
15,PAD0,bidirectional,line,left
19,PAD0,bidirectional,line,left
16,PAD1,bidirectional,line,left
20,PAD1,bidirectional,line,left
7,PAD2,bidirectional,line,left
13,PAD2,bidirectional,line,left
19,PAD2,bidirectional,line,left
21,PAD2,bidirectional,line,left
8,PAD3,bidirectional,line,left
14,PAD3,bidirectional,line,left
20,PAD3,bidirectional,line,left
22,PAD3,bidirectional,line,left
