number,name,type,shape,direction
1,AIN0,input,line,left
3,AIN0,input,line,left
2,AIN1,input,line,left
4,AIN1,input,line,left
3,AIN2,input,line,left
5,AIN2,input,line,left
4,AIN3,input,line,left
6,AIN3,input,line,left
5,AIN4,input,line,left
6,AIN5,input,line,left
11,AIN6,input,line,left
12,AIN7,input,line,left
9,AIN8,input,line,left
10,AIN9,input,line,left
1,VOUT,output,line,left
2,VREFA,powerInput,line,left
3,VREFB,powerInput,line,left
